
Note: Compatibility modes selected: hs a


Circuit: * psrr-dc @ ff_-40c_3.63v -- generated by sim/harness, do not edit

Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  0.00000e+00
No. of Data Rows : 1
Doing analysis at TEMP = -40.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 161
       * psrr-dc @ ff_-40c_3.63v -- generated by sim/harness, do not edit
       AC Analysis  Sat Aug  1 01:55:00  2026
--------------------------------------------------------------------------------
Index   frequency       psrr_db         
--------------------------------------------------------------------------------
0	1.0000000000e-01	4.6294886848e+01	
1	1.1220184543e-01	4.6294886848e+01	
2	1.2589254118e-01	4.6294886848e+01	
3	1.4125375446e-01	4.6294886848e+01	
4	1.5848931925e-01	4.6294886848e+01	
5	1.7782794100e-01	4.6294886848e+01	
6	1.9952623150e-01	4.6294886848e+01	
7	2.2387211386e-01	4.6294886848e+01	
8	2.5118864315e-01	4.6294886848e+01	
9	2.8183829313e-01	4.6294886848e+01	
10	3.1622776602e-01	4.6294886848e+01	
11	3.5481338923e-01	4.6294886848e+01	
12	3.9810717055e-01	4.6294886848e+01	
13	4.4668359215e-01	4.6294886848e+01	
14	5.0118723363e-01	4.6294886848e+01	
15	5.6234132519e-01	4.6294886849e+01	
16	6.3095734448e-01	4.6294886849e+01	
17	7.0794578438e-01	4.6294886849e+01	
18	7.9432823472e-01	4.6294886849e+01	
19	8.9125093813e-01	4.6294886849e+01	
20	1.0000000000e+00	4.6294886849e+01	
21	1.1220184543e+00	4.6294886849e+01	
22	1.2589254118e+00	4.6294886850e+01	
23	1.4125375446e+00	4.6294886850e+01	
24	1.5848931925e+00	4.6294886850e+01	
25	1.7782794100e+00	4.6294886851e+01	
26	1.9952623150e+00	4.6294886851e+01	
27	2.2387211386e+00	4.6294886852e+01	
28	2.5118864315e+00	4.6294886853e+01	
29	2.8183829313e+00	4.6294886854e+01	
30	3.1622776602e+00	4.6294886856e+01	
31	3.5481338923e+00	4.6294886858e+01	
32	3.9810717055e+00	4.6294886861e+01	
33	4.4668359215e+00	4.6294886864e+01	
34	5.0118723363e+00	4.6294886868e+01	
35	5.6234132519e+00	4.6294886873e+01	
36	6.3095734448e+00	4.6294886879e+01	
37	7.0794578438e+00	4.6294886887e+01	
38	7.9432823472e+00	4.6294886897e+01	
39	8.9125093813e+00	4.6294886910e+01	
40	1.0000000000e+01	4.6294886925e+01	
41	1.1220184543e+01	4.6294886945e+01	
42	1.2589254118e+01	4.6294886971e+01	
43	1.4125375446e+01	4.6294887002e+01	
44	1.5848931925e+01	4.6294887042e+01	
45	1.7782794100e+01	4.6294887092e+01	
46	1.9952623150e+01	4.6294887155e+01	
47	2.2387211386e+01	4.6294887235e+01	
48	2.5118864315e+01	4.6294887335e+01	
49	2.8183829313e+01	4.6294887461e+01	
50	3.1622776602e+01	4.6294887619e+01	
51	3.5481338923e+01	4.6294887819e+01	
52	3.9810717055e+01	4.6294888070e+01	
53	4.4668359215e+01	4.6294888387e+01	
54	5.0118723363e+01	4.6294888785e+01	

Index   frequency       psrr_db         
--------------------------------------------------------------------------------
55	5.6234132519e+01	4.6294889287e+01	
56	6.3095734448e+01	4.6294889918e+01	
57	7.0794578438e+01	4.6294890713e+01	
58	7.9432823472e+01	4.6294891714e+01	
59	8.9125093813e+01	4.6294892974e+01	
60	1.0000000000e+02	4.6294894560e+01	
61	1.1220184543e+02	4.6294884776e+01	
62	1.2589254118e+02	4.6294887289e+01	
63	1.4125375446e+02	4.6294890454e+01	
64	1.5848931925e+02	4.6294882657e+01	
65	1.7782794100e+02	4.6294887672e+01	
66	1.9952623150e+02	4.6294882206e+01	
67	2.2387211386e+02	4.6294890154e+01	
68	2.5118864315e+02	4.6294888381e+01	
69	2.8183829313e+02	4.6294877417e+01	
70	3.1622776602e+02	4.6294881497e+01	
71	3.5481338923e+02	4.6294877902e+01	
72	3.9810717055e+02	4.6294879477e+01	
73	4.4668359215e+02	4.6294875780e+01	
74	5.0118723363e+02	4.6294868496e+01	
75	5.6234132519e+02	4.6294859746e+01	
76	6.3095734448e+02	4.6294852202e+01	
77	7.0794578438e+02	4.6294837445e+01	
78	7.9432823472e+02	4.6294831488e+01	
79	8.9125093813e+02	4.6294827882e+01	
80	1.0000000000e+03	4.6294809772e+01	
81	1.1220184543e+03	4.6294785605e+01	
82	1.2589254118e+03	4.6294754233e+01	
83	1.4125375446e+03	4.6294717262e+01	
84	1.5848931925e+03	4.6294679763e+01	
85	1.7782794100e+03	4.6294615829e+01	
86	1.9952623150e+03	4.6294552170e+01	
87	2.2387211386e+03	4.6294463506e+01	
88	2.5118864315e+03	4.6294345047e+01	
89	2.8183829313e+03	4.6294203059e+01	
90	3.1622776602e+03	4.6294033754e+01	
91	3.5481338923e+03	4.6293815668e+01	
92	3.9810717055e+03	4.6293525647e+01	
93	4.4668359215e+03	4.6293179556e+01	
94	5.0118723363e+03	4.6292734074e+01	
95	5.6234132519e+03	4.6292224554e+01	
96	6.3095734448e+03	4.6291517605e+01	
97	7.0794578438e+03	4.6290643206e+01	
98	7.9432823472e+03	4.6289530069e+01	
99	8.9125093813e+03	4.6288122113e+01	
100	1.0000000000e+04	4.6286418976e+01	
101	1.1220184543e+04	4.6284193598e+01	
102	1.2589254118e+04	4.6281449614e+01	
103	1.4125375446e+04	4.6277936071e+01	
104	1.5848931925e+04	4.6273572442e+01	
105	1.7782794100e+04	4.6268055777e+01	
106	1.9952623150e+04	4.6261103440e+01	
107	2.2387211386e+04	4.6252395738e+01	
108	2.5118864315e+04	4.6241438883e+01	
109	2.8183829313e+04	4.6227661511e+01	
110	3.1622776602e+04	4.6210348618e+01	
111	3.5481338923e+04	4.6188602835e+01	
112	3.9810717055e+04	4.6161317526e+01	

Index   frequency       psrr_db         
--------------------------------------------------------------------------------
113	4.4668359215e+04	4.6127129977e+01	
114	5.0118723363e+04	4.6084292030e+01	
115	5.6234132519e+04	4.6030719735e+01	
116	6.3095734448e+04	4.5963788257e+01	
117	7.0794578438e+04	4.5880317008e+01	
118	7.9432823472e+04	4.5776551072e+01	
119	8.9125093813e+04	4.5647885623e+01	
