* ====================================================================
* record-id : 20260731-030932-8fb0ea6
* testbench : tb_pnp_vbe.spice
* corner    : bjt_ff
* temp      : 27 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/Users/rwalters/.volare)
* ngspice   : ngspice-46
* run (UTC) : 2026-07-31T03:09:32Z
* ====================================================================

Note: Compatibility modes selected: hs a


Circuit: * tb_pnp_vbe.spice -- gf180mcu vertical (substrate) pnp characterization

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 91
                                                                                                                                                                                                                            * tb_pnp_vbe.spice -- gf180mcu vertical (substrate) pnp characterization
                                                                                                                                                                                                                            DC transfer characteristic  Thu Jul 30 20:09:36  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(e5x5)         v(e10x10)       v(e5x042)       v(e10x042)      i(vb5x5)        i(vb10x10)      i(vb5x042)      i(vb10x042)     
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	-1.20000e+01	2.801028e-01	2.533876e-01	3.256933e-01	3.020271e-01	6.827526e-13	5.858377e-13	7.625674e-13	8.047968e-13	
1	-1.19000e+01	2.889238e-01	2.613986e-01	3.355791e-01	3.121346e-01	8.128403e-13	6.946163e-13	9.111037e-13	9.704234e-13	
2	-1.18000e+01	2.972081e-01	2.690056e-01	3.447045e-01	3.215312e-01	9.707098e-13	8.277598e-13	1.090046e-12	1.170222e-12	
3	-1.17000e+01	3.050731e-01	2.763067e-01	3.532610e-01	3.303716e-01	1.162978e-12	9.915736e-13	1.306698e-12	1.411803e-12	
4	-1.16000e+01	3.126158e-01	2.833642e-01	3.613766e-01	3.387750e-01	1.398199e-12	1.193704e-12	1.569896e-12	1.704740e-12	
5	-1.15000e+01	3.199000e-01	2.902299e-01	3.691468e-01	3.468272e-01	1.686705e-12	1.443815e-12	1.890667e-12	2.060733e-12	
6	-1.14000e+01	3.269780e-01	2.969439e-01	3.766407e-01	3.545944e-01	2.041515e-12	1.754008e-12	2.282588e-12	2.494272e-12	
7	-1.13000e+01	3.338878e-01	3.035326e-01	3.839132e-01	3.621243e-01	2.478912e-12	2.139447e-12	2.762776e-12	3.023242e-12	
8	-1.12000e+01	3.406613e-01	3.100217e-01	3.910029e-01	3.694584e-01	3.019148e-12	2.619065e-12	3.352127e-12	3.669833e-12	
9	-1.11000e+01	3.473219e-01	3.164289e-01	3.979420e-01	3.766274e-01	3.687530e-12	3.216668e-12	4.076905e-12	4.461536e-12	
