
Note: Compatibility modes selected: hs a


Circuit: * psrr-dc @ fs_125c_3.30v -- generated by sim/harness, do not edit

Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  0.00000e+00
No. of Data Rows : 1
Doing analysis at TEMP = 125.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver
 Reference value :  1.00000e-01
No. of Data Rows : 161
       * psrr-dc @ fs_125c_3.30v -- generated by sim/harness, do not edit
       AC Analysis  Sat Aug  1 13:26:36  2026
--------------------------------------------------------------------------------
Index   frequency       psrr_db         
--------------------------------------------------------------------------------
0	1.0000000000e-01	1.1088574675e+02	
1	1.1220184543e-01	1.1088574670e+02	
2	1.2589254118e-01	1.1088574659e+02	
3	1.4125375446e-01	1.1088574651e+02	
4	1.5848931925e-01	1.1088574636e+02	
5	1.7782794100e-01	1.1088574620e+02	
6	1.9952623150e-01	1.1088574601e+02	
7	2.2387211386e-01	1.1088574574e+02	
8	2.5118864315e-01	1.1088574541e+02	
9	2.8183829313e-01	1.1088574499e+02	
10	3.1622776602e-01	1.1088574447e+02	
11	3.5481338923e-01	1.1088574384e+02	
12	3.9810717055e-01	1.1088574302e+02	
13	4.4668359215e-01	1.1088574196e+02	
14	5.0118723363e-01	1.1088574066e+02	
15	5.6234132519e-01	1.1088573903e+02	
16	6.3095734448e-01	1.1088573696e+02	
17	7.0794578438e-01	1.1088573435e+02	
18	7.9432823472e-01	1.1088573107e+02	
19	8.9125093813e-01	1.1088572698e+02	
20	1.0000000000e+00	1.1088572177e+02	
21	1.1220184543e+00	1.1088571522e+02	
22	1.2589254118e+00	1.1088570700e+02	
23	1.4125375446e+00	1.1088569665e+02	
24	1.5848931925e+00	1.1088568360e+02	
25	1.7782794100e+00	1.1088566718e+02	
26	1.9952623150e+00	1.1088564651e+02	
27	2.2387211386e+00	1.1088562047e+02	
28	2.5118864315e+00	1.1088558775e+02	
29	2.8183829313e+00	1.1088554648e+02	
30	3.1622776602e+00	1.1088549457e+02	
31	3.5481338923e+00	1.1088542920e+02	
32	3.9810717055e+00	1.1088534693e+02	
33	4.4668359215e+00	1.1088524337e+02	
34	5.0118723363e+00	1.1088511293e+02	
35	5.6234132519e+00	1.1088494879e+02	
36	6.3095734448e+00	1.1088474211e+02	
37	7.0794578438e+00	1.1088448195e+02	
38	7.9432823472e+00	1.1088415446e+02	
39	8.9125093813e+00	1.1088374222e+02	
40	1.0000000000e+01	1.1088322327e+02	
41	1.1220184543e+01	1.1088257002e+02	
42	1.2589254118e+01	1.1088174779e+02	
43	1.4125375446e+01	1.1088071284e+02	
44	1.5848931925e+01	1.1087941024e+02	
45	1.7782794100e+01	1.1087777090e+02	
46	1.9952623150e+01	1.1087570792e+02	
47	2.2387211386e+01	1.1086748699e+02	
48	2.5118864315e+01	1.1086422606e+02	
49	2.8183829313e+01	1.1086012403e+02	
50	3.1622776602e+01	1.1085496507e+02	
51	3.5481338923e+01	1.1084288596e+02	
52	3.9810717055e+01	1.1083474500e+02	
53	4.4668359215e+01	1.1081895534e+02	
54	5.0118723363e+01	1.1080059141e+02	

Index   frequency       psrr_db         
--------------------------------------------------------------------------------
55	5.6234132519e+01	1.1077900859e+02	
56	6.3095734448e+01	1.1075340668e+02	
57	7.0794578438e+01	1.1072279534e+02	
58	7.9432823472e+01	1.1068057110e+02	
59	8.9125093813e+01	1.1062542806e+02	
60	1.0000000000e+02	1.1056105352e+02	
61	1.1220184543e+02	1.1048533676e+02	
62	1.2589254118e+02	1.1039072603e+02	
63	1.4125375446e+02	1.1026975603e+02	
64	1.5848931925e+02	1.1011999507e+02	
65	1.7782794100e+02	1.0994336510e+02	
66	1.9952623150e+02	1.0972786101e+02	
67	2.2387211386e+02	1.0947135989e+02	
68	2.5118864315e+02	1.0916437606e+02	
69	2.8183829313e+02	1.0881224355e+02	
70	3.1622776602e+02	1.0840470105e+02	
71	3.5481338923e+02	1.0794281709e+02	
72	3.9810717055e+02	1.0741741453e+02	
73	4.4668359215e+02	1.0684216539e+02	
74	5.0118723363e+02	1.0620740139e+02	
75	5.6234132519e+02	1.0552690121e+02	
76	6.3095734448e+02	1.0479614479e+02	
77	7.0794578438e+02	1.0401843598e+02	
78	7.9432823472e+02	1.0320080057e+02	
79	8.9125093813e+02	1.0235635246e+02	
80	1.0000000000e+03	1.0148052836e+02	
81	1.1220184543e+03	1.0058436902e+02	
82	1.2589254118e+03	9.9667663322e+01	
83	1.4125375446e+03	9.8731652461e+01	
84	1.5848931925e+03	9.7784902401e+01	
85	1.7782794100e+03	9.6824687537e+01	
86	1.9952623150e+03	9.5856453644e+01	
87	2.2387211386e+03	9.4878865803e+01	
88	2.5118864315e+03	9.3894541856e+01	
89	2.8183829313e+03	9.2904175151e+01	
90	3.1622776602e+03	9.1907818653e+01	
91	3.5481338923e+03	9.0905880542e+01	
92	3.9810717055e+03	8.9898165888e+01	
93	4.4668359215e+03	8.8884532133e+01	
94	5.0118723363e+03	8.7864133824e+01	
95	5.6234132519e+03	8.6836137472e+01	
96	6.3095734448e+03	8.5798965673e+01	
97	7.0794578438e+03	8.4751503542e+01	
98	7.9432823472e+03	8.3691430812e+01	
99	8.9125093813e+03	8.2616429471e+01	
100	1.0000000000e+04	8.1523320342e+01	
101	1.1220184543e+04	8.0409455345e+01	
102	1.2589254118e+04	7.9270798798e+01	
103	1.4125375446e+04	7.8103554064e+01	
104	1.5848931925e+04	7.6903483839e+01	
105	1.7782794100e+04	7.5666343725e+01	
106	1.9952623150e+04	7.4388535110e+01	
107	2.2387211386e+04	7.3066455979e+01	
108	2.5118864315e+04	7.1697454350e+01	
109	2.8183829313e+04	7.0280010426e+01	
110	3.1622776602e+04	6.8814098210e+01	
111	3.5481338923e+04	6.7301159162e+01	
112	3.9810717055e+04	6.5744515253e+01	

Index   frequency       psrr_db         
--------------------------------------------------------------------------------
113	4.4668359215e+04	6.4148955702e+01	
114	5.0118723363e+04	6.2520822505e+01	
115	5.6234132519e+04	6.0867812884e+01	
116	6.3095734448e+04	5.9198568302e+01	
117	7.0794578438e+04	5.7522159289e+01	
118	7.9432823472e+04	5.5848157759e+01	
119	8.9125093813e+04	5.4186071353e+01	
120	1.0000000000e+05	5.2544948218e+01	
121	1.1220184543e+05	5.0933118800e+01	
122	1.2589254118e+05	4.9357997922e+01	
123	1.4125375446e+05	4.7825485571e+01	
124	1.5848931925e+05	4.6339951383e+01	
125	1.7782794100e+05	4.4903942479e+01	
126	1.9952623150e+05	4.3518322633e+01	
127	2.2387211386e+05	4.2182452227e+01	
128	2.5118864315e+05	4.0894611822e+01	
129	2.8183829313e+05	3.9652548951e+01	
130	3.1622776602e+05	3.8454299744e+01	
131	3.5481338923e+05	3.7299156027e+01	
132	3.9810717055e+05	3.6189057197e+01	
133	4.4668359215e+05	3.5130492717e+01	
134	5.0118723363e+05	3.4137191578e+01	
135	5.6234132519e+05	3.3233617777e+01	
136	6.3095734448e+05	3.2458415790e+01	
137	7.0794578438e+05	3.1864953678e+01	
138	7.9432823472e+05	3.1513022448e+01	
139	8.9125093813e+05	3.1445442372e+01	
140	1.0000000000e+06	3.1652041800e+01	
141	1.1220184543e+06	3.2039222298e+01	
142	1.2589254118e+06	3.2429495848e+01	
143	1.4125375446e+06	3.2608854983e+01	
144	1.5848931925e+06	3.2420131162e+01	
145	1.7782794100e+06	3.1840963191e+01	
146	1.9952623150e+06	3.0964798889e+01	
147	2.2387211386e+06	2.9915953321e+01	
148	2.5118864315e+06	2.8790956622e+01	
149	2.8183829313e+06	2.7647881945e+01	
150	3.1622776602e+06	2.6516648706e+01	
151	3.5481338923e+06	2.5410580732e+01	
152	3.9810717055e+06	2.4334018210e+01	
153	4.4668359215e+06	2.3286542425e+01	
154	5.0118723363e+06	2.2265232961e+01	
155	5.6234132519e+06	2.1265966284e+01	
156	6.3095734448e+06	2.0284297541e+01	
157	7.0794578438e+06	1.9316147346e+01	
158	7.9432823472e+06	1.8358349126e+01	
159	8.9125093813e+06	1.7409039423e+01	
160	1.0000000000e+07	1.6467864002e+01	
m_psrr_1hz_db = 1.1088572177e+02
m_psrr_1khz_db = 1.0148052836e+02
m_psrr_10hz_db = 1.1088322327e+02
m_psrr_100hz_db = 1.1056105352e+02
m_psrr_10khz_db = 8.1523320342e+01
m_psrr_100khz_db = 5.2544948218e+01
m_psrr_1mhz_db = 3.1652041800e+01
m_vref_op = 1.2440843915e+00
m_f_dc_hz = 1.0000000000e+00
m_f_band_edge_hz = 1.0000000000e+03
Note: Simulation executed from .control section 

Warning: m=xx on .subckt line will override multiplier m hierarchy!

Warning : IC on non-existent node - xdut.xx1.casc, ignored
   Please check line .ic v(xdut.fb)=1.0 v(xdut.sns1)=0.6 v(xdut.sns2)=0.6 v(vref)=1.2 v(xdut.ibias)=0.6 v(xdut.xx1.casc)=1.8

Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed
Note: Starting dynamic gmin stepping
Note: Dynamic gmin stepping completed
