* ====================================================================
* record-id : 20260807-181547-8e74fd6
* testbench : tb_pnp_vbe.spice
* corner    : bjt_ff
* temp      : 60 C
* supply    : n/a (no supply rail in this device-level testbench)
* pdk       : gf180mcuD (/Users/rwalters/.volare/gf180mcuD)
* ngspice   : ngspice-46 : Circuit level simulation program
* run (UTC) : 2026-08-07T18:15:47Z
* ====================================================================

Note: Compatibility modes selected: hs a


Circuit: *include "corner.spice

Doing analysis at TEMP = 60.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

No. of Data Rows : 91
                                                                                                                                                                                                                                                     *include "corner.spice
                                                                                                                                                                                                                                                     DC transfer characteristic  Fri Aug  7 11:15:49  2026
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Index   v-sweep         v(e5x5)         v(e10x10)       v(e5x042)       v(e10x042)      i(vb5x5)        i(vb10x10)      i(vb5x042)      i(vb10x042)     
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0	-1.20000e+01	1.788099e-01	1.489563e-01	2.296839e-01	2.036139e-01	6.146710e-13	5.017757e-13	7.082251e-13	7.584855e-13	
1	-1.19000e+01	1.874615e-01	1.567989e-01	2.394194e-01	2.135399e-01	7.379701e-13	6.035222e-13	8.494802e-13	9.177632e-13	
2	-1.18000e+01	1.958292e-01	1.644709e-01	2.486861e-01	2.230487e-01	8.876375e-13	7.281765e-13	1.019686e-12	1.109909e-12	
3	-1.17000e+01	2.039561e-01	1.719944e-01	2.575684e-01	2.322012e-01	1.069889e-12	8.813674e-13	1.225406e-12	1.342066e-12	
4	-1.16000e+01	2.118794e-01	1.793927e-01	2.661331e-01	2.410515e-01	1.292472e-12	1.070221e-12	1.474729e-12	1.623103e-12	
5	-1.15000e+01	2.196322e-01	1.866838e-01	2.744373e-01	2.496413e-01	1.565089e-12	1.303603e-12	1.777802e-12	1.963811e-12	
6	-1.14000e+01	2.272381e-01	1.938828e-01	2.825202e-01	2.580089e-01	1.899676e-12	1.592583e-12	2.146912e-12	2.377629e-12	
7	-1.13000e+01	2.347209e-01	2.010043e-01	2.904193e-01	2.661831e-01	2.311306e-12	1.951121e-12	2.597586e-12	2.880987e-12	
8	-1.12000e+01	2.420968e-01	2.080590e-01	2.981625e-01	2.741890e-01	2.818576e-12	2.396636e-12	3.148946e-12	3.494200e-12	
9	-1.11000e+01	2.493817e-01	2.150572e-01	3.057721e-01	2.820494e-01	3.444827e-12	2.951014e-12	3.824696e-12	4.242540e-12	
10	-1.10000e+01	2.565886e-01	2.220066e-01	3.132677e-01	2.897807e-01	4.219228e-12	3.641643e-12	4.654416e-12	5.157005e-12	
11	-1.09000e+01	2.637278e-01	2.289145e-01	3.206647e-01	2.974000e-01	5.178157e-12	4.502933e-12	5.674847e-12	6.276379e-12	
12	-1.08000e+01	2.708081e-01	2.357860e-01	3.279764e-01	3.049193e-01	6.367138e-12	5.578056e-12	6.931788e-12	7.648454e-12	
13	-1.07000e+01	2.778376e-01	2.426270e-01	3.352137e-01	3.123505e-01	7.843217e-12	6.921259e-12	8.482323e-12	9.332820e-12	
14	-1.06000e+01	2.848224e-01	2.494414e-01	3.423863e-01	3.197033e-01	9.677668e-12	8.600572e-12	1.039774e-11	1.140348e-11	
15	-1.05000e+01	2.917684e-01	2.562331e-01	3.495019e-01	3.269863e-01	1.195990e-11	1.070149e-11	1.276696e-11	1.395253e-11	
16	-1.04000e+01	2.986797e-01	2.630041e-01	3.565670e-01	3.342065e-01	1.480182e-11	1.333144e-11	1.570101e-11	1.709472e-11	
17	-1.03000e+01	3.055609e-01	2.697581e-01	3.635878e-01	3.413709e-01	1.834385e-11	1.662536e-11	1.933894e-11	2.097309e-11	
18	-1.02000e+01	3.124154e-01	2.764969e-01	3.705692e-01	3.484847e-01	2.276201e-11	2.075287e-11	2.385447e-11	2.576602e-11	
19	-1.01000e+01	3.192465e-01	2.832232e-01	3.775155e-01	3.555534e-01	2.827711e-11	2.592710e-11	2.946507e-11	3.169640e-11	
20	-1.00000e+01	3.260559e-01	2.899366e-01	3.844303e-01	3.625809e-01	3.516622e-11	3.241612e-11	3.644301e-11	3.904246e-11	
21	-9.90000e+00	3.328468e-01	2.966402e-01	3.913171e-01	3.695716e-01	4.377717e-11	4.055685e-11	4.512952e-11	4.815219e-11	
22	-9.80000e+00	3.396210e-01	3.033350e-01	3.981788e-01	3.765288e-01	5.454665e-11	5.077301e-11	5.595202e-11	5.946084e-11	
